Id,Name,Rating,Review Count,Price,Style,Neighborhood,Address,Phone Number,Link
629,Gorilla Food,5.0,3,Null,Vegan#Live/Raw Food#Vegetarian,Downtown Eastside,"637 E Hastings Street#Vancouver, BC V6A 1R2#Canada",(604) 428-4440,/biz/gorilla-food-vancouver-4?osq=Restaurants
630,Penang Delight Cafe,3.5,80,$$,Malaysian,Renfrew-Collingwood,"3885 Rupert Street#Vancouver, BC V5R 2G7#Canada",(604) 330-0354,/biz/penang-delight-cafe-vancouver?osq=Restaurants
631,L’Epicerie Rotisserie and Gourmet Shop,3.5,27,$$,Specialty Food#French,Granville Island/False Creek,"565-1689 Johnston Street#Vancouver, BC V6H 3R9#Canada",(604) 653-7317,/biz/l-epicerie-rotisserie-and-gourmet-shop-vancouver?osq=Restaurants
632,NingTu Restaurant,4.0,49,$$,Chinese,Kensington-Cedar Cottage,"2130 Kingsway#Vancouver, BC V5N 2T5#Canada",(604) 438-6669,/biz/ningtu-restaurant-vancouver?osq=Restaurants
633,Main Kabob Hut,4.0,38,$$,Indian#Pakistani#Mediterranean,"Sunset, Punjabi Market","219 E 49th Avenue#Vancouver, BC V5W 2G4#Canada",(604) 322-8715,/biz/main-kabob-hut-vancouver?osq=Restaurants
634,Sejuiced Vegetarian Restaurant,4.0,68,$,Vegetarian#Juice Bars & Smoothies#Vegan,Kitsilano,"1958 W 4th Avenue#Vancouver, BC V6J 1M5#Canada",(604) 730-9906,/biz/sejuiced-vegetarian-restaurant-vancouver?osq=Restaurants
635,Pho Tan’s Vietnamese Restaurant,3.5,55,$,Vietnamese,"Kerrisdale, Shaughnessy","2076 W 41st Avenue#Vancouver, BC V6M 1Y8#Canada",(604) 606-0688,/biz/pho-tans-vietnamese-restaurant-vancouver?osq=Restaurants
636,Pizza Garden Smithe,4.0,93,$,Pizza,"Downtown, Granville Entertainment District","675 Smithe Street#Vancouver, BC V6B 2C9#Canada",(604) 669-6656,/biz/pizza-garden-smithe-vancouver?osq=Restaurants
637,Earls Kitchen + Bar,3.5,96,$$,Canadian (New)#Cocktail Bars,West End,"1185 Robson Street#Vancouver, BC V6E 1B5#Canada",(604) 669-0020,/biz/earls-kitchen-bar-vancouver-3?osq=Restaurants
638,Mahony &amp; Sons,3.0,95,$$,Irish#Irish Pub#Pubs,Granville Island/False Creek,"601 Stamps Landing#Vancouver, BC V5Z 3Z1#Canada",(604) 876-0234,/biz/mahony-and-sons-vancouver-6?osq=Restaurants
639,Hapa Izakaya - Yaletown,3.5,142,$$,Japanese#Sushi Bars,"Downtown, Yaletown","1193 Hamilton Street#Vancouver, BC V6B 5P6#Canada",(604) 681-4272,/biz/hapa-izakaya-yaletown-vancouver?osq=Restaurants
640,Tableau Bar Bistro,3.5,152,$$,French#Wine Bars,Downtown,"1181 Melville Street#Vancouver, BC V6E 0A3#Canada",(604) 639-8692,/biz/tableau-bar-bistro-vancouver?osq=Restaurants
641,Sai Woo,3.0,48,$$,Asian Fusion,Chinatown,"158 E Pender Street#Vancouver, BC V6A 1T3#Canada",(604) 568-1117,/biz/sai-woo-vancouver?osq=Restaurants
642,Merchant’s Oyster Bar,3.5,127,$$,Canadian (New)#Seafood,"Grandview-Woodlands, The Drive","1590 Commercial Drive#Vancouver, BC V5L 3Y2#Canada",(604) 258-0005,/biz/merchants-oyster-bar-vancouver?osq=Restaurants
643,Sushi Nanaimo,4.0,218,$$,Sushi Bars#Japanese#Seafood,"Hastings-Sunrise, Grandview-Woodlands","350 Nanaimo Street#Vancouver, BC V5L 4R7#Canada",(604) 876-9200,/biz/sushi-nanaimo-vancouver-2?osq=Restaurants
644,Vana Vietnamese Cuisine,4.5,10,$,Vietnamese,Fairview Slopes,"555 12th Avenue W#Vancouver, BC V5Z 3X7#Canada",(604) 879-8986,/biz/vana-vietnamese-cuisine-vancouver?osq=Restaurants
645,Sushi Gallery,4.0,46,$$,Sushi Bars#Japanese#Vegetarian,Point Grey,"3770 W 10 Avenue#Vancouver, BC V6R 2G7#Canada",(604) 221-7088,/biz/sushi-gallery-vancouver?osq=Restaurants
646,Dollar Meat Store,4.5,7,$$,Meat Shops#Chinese#Barbeque,Chinatown,"266 Pender Street E#Vancouver, BC V6A 1T7#Canada",(604) 681-1052,/biz/dollar-meat-store-vancouver?osq=Restaurants
647,Tangent Cafe,3.5,89,$$,Breakfast & Brunch#Diners#Malaysian,"Grandview-Woodlands, The Drive","2095 Commercial Drive#Vancouver, BC V5N 4B1#Canada",(604) 558-4641,/biz/tangent-cafe-vancouver?osq=Restaurants
648,Buckstop,3.5,104,$$,Barbeque#Canadian (New),West End,"833 Denman Street#Vancouver, BC V6G 2L7#Canada",(604) 428-2528,/biz/buckstop-vancouver?osq=Restaurants
649,Menya Japanese Noodle,3.5,99,$,Ramen,Mount Pleasant,"401 W  Broadway#Vancouver, BC V5Y 1R4#Canada",(604) 873-3277,/biz/menya-japanese-noodle-vancouver?osq=Restaurants
650,Siegel’s Bagels,3.5,100,$,Bagels#Bakeries#Sandwiches,Kitsilano,"1883 Cornwall Avenue#Vancouver, BC V6J 1C6#Canada",(604) 737-8151,/biz/siegels-bagels-vancouver-2?osq=Restaurants
651,Blowfish Sushi &amp; Japanese Food,3.5,50,$$,Japanese#Sushi Bars,Hastings-Sunrise,"2828 E Hastings Street#Vancouver, BC V5K 5C5#Canada",(604) 258-7500,/biz/blowfish-sushi-and-japanese-food-vancouver?osq=Restaurants
652,Le Do Vietnamese Restaurant,4.0,50,$,Vietnamese,Grandview-Woodlands,"2292 Hastings Street E#Vancouver, BC V5L 1V4#Canada",(604) 253-3508,/biz/le-do-vietnamese-restaurant-vancouver?osq=Restaurants
653,Shoom Restaurant,3.5,38,$$,Chinese,Sunset,"6555 Fraser Street#Vancouver, BC V5X 3T4#Canada",(604) 568-7797,/biz/shoom-restaurant-vancouver?osq=Restaurants
654,Grant St. Social,5.0,Null,$$,Italian#Lounges,"Grandview-Woodlands, The Drive","1510 Commercial Drive#Vancouver, BC V5L 2Y7#Canada",(604) 251-7586,/biz/grant-st-social-vancouver?osq=Restaurants
655,Temaki Sushi,4.0,79,$$,Sushi Bars#Japanese,Kitsilano,"2156 W Broadway#Vancouver, BC V6K 2C8#Canada",(604) 738-4321,/biz/temaki-sushi-vancouver?osq=Restaurants
656,Ramen Gojiro,3.5,140,$$,Ramen#Noodles,Downtown,"501 Dunsmuir Street#Vancouver, BC V6B 3K4#Canada",(604) 673-0918,/biz/ramen-gojiro-vancouver?osq=Restaurants
657,Belvedere Cafe,4.0,3,$$,Food Trucks#Burgers,Granville Island/False Creek,"1455 Quebec Street#Vancouver, BC V6A 3Z7#Canada",(778) 712-1250,/biz/belvedere-cafe-vancouver?osq=Restaurants
658,Maple Leaf Delicatessen,4.0,18,$,Delis,Downtown,"1233 Burrard Street#Vancouver, BC V6Z 1Z5#Canada",(604) 689-3411,/biz/maple-leaf-delicatessen-vancouver?osq=Restaurants
659,Cloud 9 Revolving Restaurant,3.0,111,$$$,Canadian (New)#Seafood,West End,"1400 Robson Street#Vancouver, BC V6G 1B9#Canada",(604) 687-0511,/biz/cloud-9-revolving-restaurant-vancouver?osq=Restaurants
660,Darcy’s Cafe,4.0,18,$$,Breakfast & Brunch#Coffee & Tea#Custom Cakes,Point Grey,"4462 W 10th Avenue#Vancouver, BC V6R 2H9#Canada",(604) 336-6399,/biz/darcys-cafe-vancouver?osq=Restaurants
661,Nelly’s Grill On 4th,4.0,17,$$,Breakfast & Brunch#Burgers#Sandwiches,Kitsilano,"2061 W 4th Avenue#Vancouver, BC V6J 1N3#Canada",(604) 736-6588,/biz/nellys-grill-on-4th-vancouver?osq=Restaurants
662,Najia Restaurant,3.0,7,$$$$,Asian Fusion#Chinese,Downtown,"1018 Beach Avenue#Vancouver, BC V6E 1T7#Canada",(778) 379-3787,/biz/najia-restaurant-vancouver?osq=Restaurants
663,The French Table Bistro,4.0,72,$$$,French,Riley Park,"3916 Main Street#Vancouver, BC V5V 1Z4#Canada",(604) 689-3237,/biz/the-french-table-bistro-vancouver?osq=Restaurants
664,The Rise Eatery,5.0,2,$$,Canadian (New),"Shaughnessy, Fairview Slopes, South Granville","3121 Granville Street#Vancouver, BC V6H 3K1#Canada",(604) 559-8280,/biz/the-rise-eatery-vancouver?osq=Restaurants
665,Dark Table,4.0,256,$$$,Canadian (New),Kitsilano,"2611 W 4th Avenue#Vancouver, BC V6K 1P8#Canada",(604) 739-3275,/biz/dark-table-vancouver?osq=Restaurants
666,Kranky Cafe,4.0,31,$,Coffee & Tea#Cafes,Mount Pleasant,"228 E 4th Avenue#Vancouver, BC V5T 1G5#Canada",(604) 568-4272,/biz/kranky-cafe-vancouver?osq=Restaurants
667,Federico’s Supper Club,4.0,49,$$$,Italian,"Grandview-Woodlands, The Drive","1728 Commercial Drive#Vancouver, BC V5N 4A3#Canada",(604) 251-3473,/biz/federicos-supper-club-vancouver?osq=Restaurants
668,Wick’s Café,4.0,41,$,Cafes,Marpole,"1300 W 73rd Avenue#Vancouver, BC V6P 3E7#Canada",(604) 677-6396,/biz/wicks-caf%C3%A9-vancouver-2?osq=Restaurants
669,Mahony &amp; Sons Burrard Landing,3.0,127,$$,Irish#Pubs#Burgers,"Coal Harbour, Downtown","1055 Canada Pl#Vancouver, BC V6C 0C3#Canada",(604) 647-7513,/biz/mahony-and-sons-burrard-landing-vancouver-2?osq=Restaurants
670,Naruto Sushi,3.5,75,$,Japanese#Sushi Bars,Kensington-Cedar Cottage,"2763 Commercial Drive#Vancouver, BC V5N 5P4#Canada",(604) 558-3858,/biz/naruto-sushi-vancouver?osq=Restaurants
671,Sylvia’s Restaurant and Lounge,3.0,56,$$,Canadian (New)#Lounges,West End,"1154 Gilford Street#Vancouver, BC V6G#Canada",(604) 681-9321,/biz/sylvias-restaurant-and-lounge-vancouver?osq=Restaurants
672,The Capital,3.5,87,$,Pubs#Canadian (New),West End,"1178 Davie Street#Vancouver, BC V6E 1N1#Canada",(604) 620-2201,/biz/the-capital-vancouver?osq=Restaurants
673,Teppan Kitchen,3.5,7,Null,Japanese#Fast Food,West End,"1206 Davie Street#Vancouver, BC V6E 1N3#Canada",(604) 428-7799,/biz/teppan-kitchen-vancouver?osq=Restaurants
674,The Poke Shop,3.5,41,$$,Salad#Hawaiian,"Downtown, Gastown","306 Water Street#Vancouver, BC V6B 1B2#Canada",(778) 379-1567,/biz/the-poke-shop-vancouver-3?osq=Restaurants
675,Frites Fries With Benefits,4.0,35,$,Belgian#Poutineries,"Downtown, Granville Entertainment District","1011 Granville Street#Vancouver, BC V6Z 1L4#Canada",(604) 559-0550,/biz/frites-fries-with-benefits-vancouver-2?osq=Restaurants
676,Thai Basil,3.5,168,$,Thai,West End,"1215 Thurlow St#Vancouver, BC V6E 1X4#Canada",(604) 685-6754,/biz/thai-basil-vancouver?osq=Restaurants
677,Tim Hortons,3.0,9,$,Coffee & Tea#Donuts#Breakfast & Brunch,Kitsilano,"3112 W Broadway#Vancouver, BC V6K 2H3#Canada",(604) 730-9700,/biz/tim-hortons-vancouver-20?osq=Restaurants
678,Stepho’s Souvlaki Greek Taverna,3.0,145,$$,Greek,West End,"1359 Robson Street#Vancouver, BC V6E 1C6#Canada",(604) 685-9977,/biz/stephos-souvlaki-greek-taverna-vancouver-2?osq=Restaurants
679,Nero Belgian Waffle Bar,4.0,49,$$,Waffles#Coffee & Tea,Downtown,"1002 Seymour Street#Vancouver, BC V6B 3M6#Canada",(604) 428-9177,/biz/nero-belgian-waffle-bar-vancouver-5?osq=Restaurants
680,Flying Fish N Chipper,5.0,Null,Null,Food Trucks#Fish & Chips,"Mount Pleasant, Strathcona","400 Industrial Avenue#Vancouver, BC V6A 2P3#Canada",(778) 688-5494,/biz/flying-fish-n-chipper-vancouver?osq=Restaurants
681,Katei Sushi,3.5,13,$,Japanese#Sushi Bars,Fraserview,"6929 Victoria Drive#Vancouver, BC V5P 3Y7#Canada",(604) 323-8882,/biz/katei-sushi-vancouver?osq=Restaurants
682,Pho Quyen Restaurant,3.5,30,$,Vietnamese,"Riley Park, Kensington-Cedar Cottage","3916 Fraser Street#Vancouver, BC V5V 4E4#Canada",(604) 873-3638,/biz/pho-quyen-restaurant-vancouver?osq=Restaurants
683,Happy Day Cafe,3.0,35,$$,Chinese#Breakfast & Brunch#Cafes,Renfrew-Collingwood,"3312 Kingsway#Vancouver, BC V5R 5K7#Canada",(604) 307-6868,/biz/happy-day-cafe-vancouver-3?osq=Restaurants
684,Gojo Café,4.0,34,$$,Ethiopian,Kensington-Cedar Cottage,"2838 Commercial Drive#Vancouver, BC V5N 4C6#Canada",(604) 708-5394,/biz/gojo-caf%C3%A9-vancouver-2?osq=Restaurants
685,Japadog,4.0,100,$,Food Stands#Hot Dogs,Downtown,"510 Burrard Street#Vancouver, BC V6C#Canada",,/biz/japadog-vancouver-7?osq=Restaurants
686,Steel Toad Brewpub &amp; Dining Hall,3.0,183,$$,Gastropubs#Breweries,Mount Pleasant,"97 E 2nd Avenue#Vancouver, BC V5T 1B3#Canada",(604) 709-8623,/biz/steel-toad-brewpub-and-dining-hall-vancouver?osq=Restaurants
687,Johnnie Fox’s Irish Snug,4.0,96,$$,Irish#Pubs,"Downtown, Granville Entertainment District","1033 Granville Street#Vancouver, BC V6Z 1L4#Canada",(604) 685-4946,/biz/johnnie-foxs-irish-snug-vancouver?osq=Restaurants
688,The Ramenman,4.0,72,$$,Ramen#Noodles,West End,"841 Bidwell Street#Vancouver, BC V6G 2J7#Canada",(604) 620-8806,/biz/the-ramenman-vancouver-3?osq=Restaurants
689,Nonna’s Table Cafe &amp; Pizzeria,3.0,13,$$,Italian#Pizza#Breakfast & Brunch,Grandview-Woodlands,"1489 E Hastings Street#Vancouver, BC V5L 1S4#Canada",(604) 253-7141,/biz/nonnas-table-cafe-and-pizzeria-vancouver-2?osq=Restaurants
690,Dharma Kitchen,4.0,58,$$,Vegan,Kitsilano,"3667 Broadway West#Vancouver, BC V6R 2B8#Canada",(604) 738-3899,/biz/dharma-kitchen-vancouver?osq=Restaurants
691,Bubble World,3.5,109,$,Taiwanese#Chinese,West End,"1325 Robson Street#Vancouver, BC V6E 1C6#Canada",(604) 689-8987,/biz/bubble-world-vancouver?osq=Restaurants
692,Cora Breakfast and Lunch,3.5,42,$$,Breakfast & Brunch#Canadian (New),West End,"1368 Robson Street#Vancouver, BC V6E 1C5#Canada",(604) 688-2672,/biz/cora-breakfast-and-lunch-vancouver?osq=Restaurants
693,Taco Luis,4.0,39,$,Mexican#Vegetarian#Fast Food,Oakridge,"F4-650 W 41st Avenue#Vancouver, BC V5Z 2M9#Canada",(778) 881-6825,/biz/taco-luis-vancouver?osq=Restaurants
694,Roundel Cafe,3.5,121,$$,Breakfast & Brunch#Burgers#Cafes,Hastings-Sunrise,"2465 E Hastings Street#Vancouver, BC V5K 1Y8#Canada",(604) 253-2522,/biz/roundel-cafe-vancouver?osq=Restaurants
695,Cactus Club Cafe,3.5,81,$$,Canadian (New)#Bars,Fairview Slopes,"575 Broadway W#Vancouver, BC V5Z 1E6#Canada",(604) 714-6000,/biz/cactus-club-cafe-vancouver?osq=Restaurants
696,Sushi Mura,3.0,101,$$,Japanese#Sushi Bars,Oakridge,"6485 Oak Street#Vancouver, BC V6M 2W7#Canada",(604) 428-1145,/biz/sushi-mura-vancouver?osq=Restaurants
697,Kawa Sushi,4.0,57,$,Sushi Bars#Japanese,Kensington-Cedar Cottage,"5088 Victoria Drive#Vancouver, BC V5P 3T8#Canada",(604) 559-5998,/biz/kawa-sushi-vancouver?osq=Restaurants
698,Western Lake Chinese Seafood Restaurant,3.5,154,$$,Dim Sum#Seafood,Kensington-Cedar Cottage,"4989 Victoria Drive#Vancouver, BC V5P 3T7#Canada",(604) 321-6862,/biz/western-lake-chinese-seafood-restaurant-vancouver?osq=Restaurants
699,Slickity Jim’s Chat &amp; Choux,3.5,15,$,Breakfast & Brunch,"Fairview Slopes, South Granville","1387 W 7th Avenue#Vancouver, BC V6H 1B8#Canada",(604) 732-5544,/biz/slickity-jims-chat-and-choux-vancouver?osq=Restaurants
700,Nemesis Coffee,4.5,30,$$,Cafes,Downtown,"302 W Hastings Street#Vancouver, BC V6B 2N4#Canada",,/biz/nemesis-coffee-vancouver?osq=Restaurants
701,Ryuu Japanese Kitchen,3.5,41,$$,Japanese#Sushi Bars,Downtown,"757 Seymour Street#Vancouver, BC V6B 5J3#Canada",(604) 233-0306,/biz/ryuu-japanese-kitchen-vancouver?osq=Restaurants
702,Delicious Pho,3.0,79,$,Vietnamese#Noodles#Asian Fusion,Downtown,"255 Robson Street#Vancouver, BC V6B 6A1#Canada",(604) 559-4088,/biz/delicious-pho-vancouver-3?osq=Restaurants
703,Thai Luong Vietnamese Noodle House,4.5,6,$,Vietnamese,Renfrew-Collingwood,"2522 Kingsway#Vancouver, BC V5V 3E3#Canada",(778) 379-5015,/biz/thai-luong-vietnamese-noodle-house-vancouver?osq=Restaurants
704,Branas Mediterranean Grill,3.5,39,$$,Mediterranean#Greek,Granville Island/False Creek,"617 Stamps Landing#Vancouver, BC V5Z 3Z1#Canada",(604) 568-6707,/biz/branas-mediterranean-grill-vancouver?osq=Restaurants
705,The Hide Lounge,5.0,Null,Null,Lounges#Burgers#American (Traditional),Downtown,"1055 Dunsmuir Street#Vancouver, BC V7X 1L3#Canada",(604) 661-5076,/biz/the-hide-lounge-vancouver-2?osq=Restaurants
706,Osaka Sushi,3.5,31,$$,Japanese#Sushi Bars,South Cambie,"960 W King Edward Avenue#Vancouver, BC V5Z 2E2#Canada",(604) 256-1599,/biz/osaka-sushi-vancouver-2?osq=Restaurants
707,Chef Hung Taiwanese Beef Noodle,2.5,16,$$,Chinese#Noodles#Taiwanese,"Kerrisdale, Shaughnessy","2028 W 41st Avenue#Vancouver, BC V6M 1Y8#Canada",(778) 379-8865,/biz/chef-hung-taiwanese-beef-noodle-vancouver-4?osq=Restaurants
708,Secret Garden Tea,3.5,22,$$,Tea Rooms#Breakfast & Brunch,"Kerrisdale, Arbutus Ridge","2138 W 40th Avenue#Vancouver, BC V6M 3W7#Canada",(604) 261-3070,/biz/secret-garden-tea-vancouver?osq=Restaurants
709,Curry Fusion,4.0,26,$$,Indian,Downtown,"542 Robson Street#Vancouver, BC V6B 2B7#Canada",(604) 428-3600,/biz/curry-fusion-vancouver-5?osq=Restaurants
710,Fets Whisky Kitchen,3.5,95,$$,Breakfast & Brunch#Burgers#Whiskey Bars,"Grandview-Woodlands, The Drive","1230 Commercial Drive#Vancouver, BC V5L 3X4#Canada",(604) 255-7771,/biz/fets-whisky-kitchen-vancouver?osq=Restaurants
711,Black &amp; Blue,3.5,407,$$$,Steakhouses#Desserts#Cocktail Bars,"West End, Downtown","1032 Alberni Street#Vancouver, BC V6E 1A3#Canada",(604) 637-0777,/biz/black-and-blue-vancouver?osq=Restaurants
712,Las Tortas,3.5,75,$$,Mexican#Sandwiches#Delicatessen,"South Cambie, Riley Park","3353 Cambie Street#Vancouver, BC V5Z 2W6#Canada",(604) 569-1402,/biz/las-tortas-vancouver?osq=Restaurants
713,Aki Japanese Restaurant,3.5,102,$$,Japanese#Sushi Bars,"Coal Harbour, Downtown","1368 W Pender Street#Vancouver, BC V6E 4S9#Canada",(604) 682-4032,/biz/aki-japanese-restaurant-vancouver?osq=Restaurants
714,Pink Pearl Chinese Restaurant,3.0,70,$$,Seafood#Dim Sum,Strathcona,"1132 E Hastings Street#Vancouver, BC V6A 1S2#Canada",(604) 253-4316,/biz/pink-pearl-chinese-restaurant-vancouver?osq=Restaurants
715,Railtown Cafe,4.0,64,$$,Cafes,Downtown Eastside,"397 Railway Street#Vancouver, BC V6A 1A4#Canada",(604) 428-0800,/biz/railtown-cafe-vancouver-4?osq=Restaurants
716,Sun Bo Kong Vegetarian Restaurant,4.5,23,$$,Vegan#Vegetarian#Chinese,Kensington-Cedar Cottage,"1363 Kingsway#Vancouver, BC V5V 3E3#Canada",(604) 255-8927,/biz/sun-bo-kong-vegetarian-restaurant-vancouver-2?osq=Restaurants
717,Yaletown Brewing Company,3.0,342,$$,American (Traditional)#Pubs,"Downtown, Yaletown","1111 Mainland Street#Vancouver, BC V6B 2T9#Canada",(604) 681-2739,/biz/yaletown-brewing-company-vancouver?osq=Restaurants
718,El Caracol Café,4.0,42,$,Mexican#Salvadoran,Kensington-Cedar Cottage,"5190 Victoria Dr#Vancouver, BC V5P 3V2#Canada",(604) 325-3461,/biz/el-caracol-caf%C3%A9-vancouver-2?osq=Restaurants
719,Evelyn’s Coffee Shop,4.5,19,$,Diners#Breakfast & Brunch,Kitsilano,"2176 W Broadway#Vancouver, BC V6K 2C8#Canada",(604) 731-7117,/biz/evelyns-coffee-shop-vancouver?osq=Restaurants
720,Birds Nest Dining,5.0,2,Null,Breakfast & Brunch#Canadian (New),"Fairview Slopes, South Granville","1507 W 12th Avenue#Vancouver, BC V6H 3J1#Canada",,/biz/birds-nest-dining-vancouver?osq=Restaurants
721,Coast Restaurant,3.5,400,$$$,Seafood,"West End, Downtown","1054 Alberni Street#Vancouver, BC V6E 1A3#Canada",(604) 685-5010,/biz/coast-restaurant-vancouver?osq=Restaurants
722,Myungdong Snack House,4.0,5,$$,Korean,Killarney,"3490 Kingsway#Vancouver, BC V5R 5L6#Canada",(604) 451-5177,/biz/myungdong-snack-house-vancouver-2?osq=Restaurants
723,Francescos Ristorante Italia,3.5,92,$$$$,Italian#Seafood,Downtown,"860 Burrard Street#Vancouver, BC V6Z 1X9#Canada",(604) 685-7770,/biz/francescos-ristorante-italia-vancouver?osq=Restaurants
724,Pink Elephant Thai,3.0,35,$$,Thai,Marpole,"434 SW Marine Drive#Vancouver, BC V5X 0C4#Canada",(604) 428-8800,/biz/pink-elephant-thai-vancouver-2?osq=Restaurants
725,Sandwich Plus,4.5,32,$,Sandwiches,Downtown,"530 Hornby Street#Vancouver, BC V6C 2E7#Canada",(604) 682-7565,/biz/sandwich-plus-vancouver?osq=Restaurants
726,Japanese Bistro Kamome,4.0,9,$$,Japanese#Desserts#Cafes,Renfrew-Collingwood,"5228 Joyce Street#Vancouver, BC V5R 6C9#Canada",(604) 428-5228,/biz/japanese-bistro-kamome-vancouver?osq=Restaurants
727,Fish Café,3.5,42,$$,Seafood#Fish & Chips#Canadian (New),"Kerrisdale, Shaughnessy","2053 41st Avenue W#Vancouver, BC V6M 1Y7#Canada",(604) 267-3474,/biz/fish-caf%C3%A9-vancouver-3?osq=Restaurants
728,Yanaki Sushi,4.0,42,$$,Japanese#Sushi Bars,Fairview Slopes,"816 6th Avenue W#Vancouver, BC V5Z 1A6#Canada",(604) 708-5006,/biz/yanaki-sushi-vancouver?osq=Restaurants
729,Eat Sushi,4.0,14,$$,Japanese#Sushi Bars,Hastings-Sunrise,"2800 E 1st Avenue#Vancouver, BC V5M#Canada",(604) 620-0200,/biz/eat-sushi-vancouver?osq=Restaurants
730,Sprouts,4.5,11,$,Vegetarian#Cafes,UBC,"6138 Student Union Boulevard#Vancouver, BC V6T 1Z7#Canada",(604) 822-9124,/biz/sprouts-vancouver?osq=Restaurants
731,Shima-Ya Sushi,4.0,54,$$,Japanese#Sushi Bars,Kensington-Cedar Cottage,"5589 Victoria Drive#Vancouver, BC V5P 3W2#Canada",(604) 322-4649,/biz/shima-ya-sushi-vancouver?osq=Restaurants
732,Hiyori Sushi,4.0,50,$$,Sushi Bars#Japanese,Downtown,"1348 Hornby Street#Vancouver, BC V6Z#Canada",(604) 685-8381,/biz/hiyori-sushi-vancouver?osq=Restaurants
733,The Whip Restaurant Gallery,3.5,187,$$,Bars#American (Traditional),Mount Pleasant,"209 6th Avenue E#Vancouver, BC V5T 1J7#Canada",(604) 874-4687,/biz/the-whip-restaurant-gallery-vancouver?osq=Restaurants
734,Jun Sushi Japanese Restaurant,4.0,39,$,Japanese#Sushi Bars,Kitsilano,"3309 Broadway W#Vancouver, BC V6R 2B1#Canada",(604) 739-7181,/biz/jun-sushi-japanese-restaurant-vancouver?osq=Restaurants
735,Campagnolo Roma,3.5,124,$$,Italian#Pizza#Wine Bars,Grandview-Woodlands,"2297 Hastings Street E#Vancouver, BC V5L 1V2#Canada",(604) 569-0456,/biz/campagnolo-roma-vancouver?osq=Restaurants
736,Hamburger Mary’s Diner,3.0,132,$$,Diners#Bars#Burgers,West End,"1202 Davie Street#Vancouver, BC V6E 1N3#Canada",(604) 687-1293,/biz/hamburger-marys-diner-vancouver?osq=Restaurants
737,Stong’s Markets,4.0,37,$$,Delis#Grocery,Dunbar-Southlands,"4221 Dunbar Street#Vancouver, BC V6S 2G6#Canada",(604) 266-1401,/biz/stongs-markets-vancouver-2?osq=Restaurants
738,Crepe &amp; Cafe,4.0,27,$$,French#Creperies,Dunbar-Southlands,"3500 W 41st Avenue#Vancouver, BC V6E 3N6#Canada",(604) 566-9787,/biz/crepe-and-cafe-vancouver?osq=Restaurants
739,Jethro’s Fine Grub,3.5,240,$$,Breakfast & Brunch,Dunbar-Southlands,"3420 Dunbar St#Vancouver, BC V6S#Canada",(604) 569-3441,/biz/jethros-fine-grub-vancouver?osq=Restaurants
740,Miko Sushi Japanese Restaurant,3.5,81,$$,Japanese#Sushi Bars,West End,"1335 Robson Street#Vancouver, BC V6E 1C6#Canada",(604) 681-0339,/biz/miko-sushi-japanese-restaurant-vancouver?osq=Restaurants
741,Earls Kitchen + Bar,3.5,125,$$,Canadian (New)#Cocktail Bars,"Downtown, Yaletown","1095 Mainland Street#Vancouver, BC V6B 5P9#Canada",(604) 688-4990,/biz/earls-kitchen-bar-vancouver-4?osq=Restaurants
742,Babylon Café,4.0,23,$,Middle Eastern,"Downtown, Granville Entertainment District","770 Nelson Street#Vancouver, BC V6Z 2H2#Canada",(604) 568-7379,/biz/babylon-caf%C3%A9-vancouver-8?osq=Restaurants
743,Bao Down on the Drive,3.0,3,Null,Asian Fusion#Cocktail Bars#Tapas/Small Plates,"Grandview-Woodlands, The Drive","1408 commercial Dr#Vancouver, BC V5L 3X9#Canada",(604) 559-6141,/biz/bao-down-on-the-drive-vancouver?osq=Restaurants
744,Ashiana Tandoori Restaurant,4.0,15,$$,Indian#Buffets,Kensington-Cedar Cottage,"1440 Kingsway/Knight Street#Vancouver, BC V5N 2R5#Canada",(604) 874-5060,/biz/ashiana-tandoori-restaurant-vancouver?osq=Restaurants
745,Aqaurium Cafe,5.0,Null,$,Cafes,Coal Harbour,"845 Avison Way#Vancouver, BC V6G 3E2#Canada",,/biz/aqaurium-cafe-vancouver?osq=Restaurants
746,Circus Play Cafe,4.0,28,$$,Cafes#Playgrounds,Kensington-Cedar Cottage,"1650 E 12th Avenue#Vancouver, BC V5N 2A3#Canada",(604) 558-2545,/biz/circus-play-cafe-vancouver-2?osq=Restaurants
747,New Sam PO Meat &amp; BBQ,4.0,18,$,Meat Shops#Chinese#Barbeque,Kensington-Cedar Cottage,"1382 Kingsway#Vancouver, BC V5V 3E4#Canada",(604) 879-1068,/biz/new-sam-po-meat-and-bbq-vancouver?osq=Restaurants
748,Ro Sushi,3.5,41,$,Sushi Bars,Fairview Slopes,"678 W Broadway#Vancouver, BC V5Z 1G1#Canada",(604) 876-9899,/biz/ro-sushi-vancouver?osq=Restaurants
749,Las Margaritas Restaurant,3.0,263,$$,Mexican,Kitsilano,"1999 4th Avenue W#Vancouver, BC V6J 1M7#Canada",(604) 734-7117,/biz/las-margaritas-restaurant-vancouver-2?osq=Restaurants
750,Mom’s Grilled Cheese Truck,4.0,176,$,Sandwiches#Food Trucks,Downtown,"800 W Georgia Street#Vancouver, BC V5N 3P3#Canada",(604) 767-9768,/biz/moms-grilled-cheese-truck-vancouver?osq=Restaurants
